FOLDERYEAR,BusinessName,BusinessTradeName,BusinessType,BusinessSubType,Address,City,LocalArea,NumberofEmployees,FeePaid
24,New Mindset Immigration Services Ltd,,Office,Other,404 Unit 999 CANADA PLACE,Vancouver,Downtown,4.0,250.0
24,Nguyen Le - New Career And Employment Ltd,,Office,Consultant,404 Unit 999 CANADA PLACE,Vancouver,Downtown,4.0,250.0
24,Garen Arnet-Zargarian Law Corporation,Coast Legal,Office,Barrister & Solicitor,3rd Floor Unit 1208 W PENDER ST,Vancouver,Downtown,1.0,250.0
24,Justin Chu & Jung Yoo,Ingeniator Consulting,Office,Consultant,,Vancouver,Shaughnessy,2.0,250.0
24,Ulmus Development Ltd,,Office,Administration,8697 GRANVILLE ST,Vancouver,Marpole,4.0,250.0
24,Auxiliary to British Columbias Childrens Hospital,Auxiliary to BC Childrens Hospital - Bin Program,Office,Donation Bin,1H43 Unit 4480 Oak Street,Vancouver,South Cambie,2.0,292.0
24,Carvila Financial Corporation,,Office,Broker,1288 Unit 409 GRANVILLE ST,Vancouver,Downtown,12.0,250.0
24,Sleep Performance Inc,Fatigue Science,Office,Management Company,200 Unit 110 W HASTINGS ST,Vancouver,Downtown,33.0,250.0
24,Tarek K Elneweihi Law Corporation,,Office,Barrister & Solicitor,202 Unit 2245 W BROADWAY,Vancouver,Kitsilano,2.0,250.0
24,AbCellera Biologics Inc,,Office,Administration,377 W 6TH AV,Vancouver,Mount Pleasant,18.0,250.0
24,AbCellera Biologics Inc,,Office,Administration,2188 YUKON ST,Vancouver,Mount Pleasant,16.0,250.0
24,GEC Management Limited Partnership,GEC Management LP,Office,Property Management,200 Unit 1311 HOWE ST,Vancouver,Downtown,15.0,250.0
24,AbCellera Biologics Inc,,Office,Administration,200 Unit 7 W 6TH AV,Vancouver,Mount Pleasant,36.0,250.0
24,WFC Football GP Ltd,Vancouver Whitecaps Football Club,Office,Administration,201 Unit 788 BEATTY ST,Vancouver,Downtown,150.0,250.0
24,Elevate Hearing Inc,Elevate Hearing,Office,Other,2500 Unit 900 W 8TH AV,Vancouver,Fairview,4.0,250.0
24,Teal (Canada) Energy Inc,,Office,Consultant,,Vancouver,West Point Grey,1.0,250.0
24,(Mitra Royan),Royan Immigration Consulting,Office,Consultant,,Vancouver,West End,1.0,250.0
24,Etera Construction Management (2016) Ltd,ON Site Construction West,Office,Project Management,,Vancouver,Kitsilano,4.0,500.0
24,Watson Goepel LLP,,Office,Barrister & Solicitor,1200 Unit 1075 W GEORGIA ST,Vancouver,Downtown,94.0,250.0
24,Yo-Bones BBQ Catering Ltd,Yo-Bones Catering,Office,Street Vendor,3477 KINGSWAY,Vancouver,Renfrew-Collingwood,3.0,250.0
24,Swapneet S Makkar (Swapneet Makkar),Makkar Immigration Consultants,Office,Consultant,6603 FRASER ST,Vancouver,Sunset,5.0,292.0
24,NFT Technologies Inc,,Office,Consultant,202 Unit 1965 W 4TH AV,Vancouver,Kitsilano,3.0,292.0
24,DA Architects & Planners Inc,DA Architects & Planners,Office,Architect,200 Unit 1014 HOMER ST,Vancouver,Downtown,24.0,292.0
24,Ailsa MacDonald & Maxwell Aldrich & Natalie Carmichael & Anthony Pierre,Burdy Eatery,Office,Street Vendor,1216 FRANKLIN ST,Vancouver,Strathcona,4.0,292.0
24,Indigo Park Canada Inc / Indigo Parc Canada Inc,,Office,Property Management,1310 Unit 1140 W PENDER ST,Vancouver,Downtown,16.0,292.0
24,GMT Architect Inc,,Office,Architect,260 Unit 1770 BURRARD ST,Vancouver,Fairview,1.0,250.0
24,Ryan Gallagher Law Corporation,,Office,Barrister & Solicitor,1500 Unit 1055 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,(Vasilis Pappas),Bennett Jones LLP,Office,Barrister & Solicitor,2500 Unit 666 BURRARD ST,Vancouver,Downtown,130.0,250.0
24,Hydery Printing Ltd,,Office,Broker,3264 W BROADWAY,Vancouver,Kitsilano,1.0,250.0
24,World Copper Ltd,,Office,Mining Exploration,2710 Unit 200 GRANVILLE ST,Vancouver,Downtown,1.0,250.0
24,And Implementation Consulting Inc,,Office,Consultant,,Vancouver,Mount Pleasant,1.0,250.0
24,(Pauline  Edwards),Solinga Wellness,Office,Consultant,,Vancouver,Renfrew-Collingwood,1.0,292.0
24,J Jeffrey Locke Law Corporation,Mclellan Herbert Barristers & Solicitors,Office,Barrister & Solicitor,310 Unit 800 W PENDER ST,Vancouver,Downtown,2.0,250.0
24,APT Utility Corp,,Office,Administration,1490 Unit 1075 W GEORGIA ST,Vancouver,Downtown,5.0,250.0
24,Vancouver Local Adventures Ltd,,Office,Tour Operator/Guide,,Vancouver,Kitsilano,1.0,250.0
24,R Bindra Law Corporation,Koffman Kalef LLP,Office,Barrister & Solicitor,1900 Unit 885 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,MFPW Professional Law Corporation,,Office,Barrister & Solicitor,2900 Unit 550 BURRARD ST,Vancouver,Downtown,1.0,250.0
24,(Fergus McDonnell),,Office,Barrister & Solicitor,2900 Unit 550 BURRARD ST,Vancouver,Downtown,1.0,250.0
24,Safari Design Group Ltd,,Office,Interior Design/Decorator,3636 W 4TH AV,Vancouver,Kitsilano,1.0,250.0
24,Thee Rising Goddess Coaching Inc,,Office,Consultant,,Vancouver,Renfrew-Collingwood,2.0,250.0
24,(Alizeh Fancy),Alizeh Fancy Interiors,Office,Interior Design/Decorator,,Vancouver,Riley Park,1.0,250.0
24,Glen Hickey Inc,,Office,Interior Design/Decorator,,Vancouver,West End,1.0,250.0
24,1323328 BC Ltd,Volantt Marketing,Office,Other,,Vancouver,Downtown,1.0,292.0
24,Oliver C Hanson Law Corporation,,Office,Barrister & Solicitor,2501 Unit 550 BURRARD ST,Vancouver,Downtown,1.0,250.0
24,A Piercy Law Corporation,,Office,Barrister & Solicitor,2501 Unit 550 BURRARD ST,Vancouver,Downtown,1.0,292.0
24,Nathan Muirhead Law Corporation,Yan Muirhead LLP,Office,Barrister & Solicitor,1100 Unit 736 GRANVILLE ST,Vancouver,Downtown,5.0,250.0
24,OL Law Corporation,Bennett Jones LLP,Office,Barrister & Solicitor,2500 Unit 666 BURRARD ST,Vancouver,Downtown,130.0,250.0
24,Richard Bell Law Corporation,Bell Alliance LLP,Office,Barrister & Solicitor,201 Unit 1367 W BROADWAY,Vancouver,Fairview,76.0,250.0
24,Elisa K Cheung & Luis L Sanchez Flores,Munchuu Picchu,Office,Street Vendor,302 INDUSTRIAL AV,Vancouver,Strathcona,2.0,292.0
24,First United Church Community Ministry Society,,Office,Street Vendor,628 CLARK DRIVE,Vancouver,,2.0,250.0
24,Working Title Design Ltd,,Office,Design Company,,Vancouver,Mount Pleasant,1.0,250.0
24,M. Joanna Cameron Law Corporation,Osler Hoskin & Harcourt LLP,Office,Barrister & Solicitor,3000 Unit 1055 DUNSMUIR ST,Vancouver,Downtown,103.0,250.0
24,Penguin Pick-up GP Inc,PenguinPickUp,Office,Shipping Agent,1823 ROBSON ST,Vancouver,West End,3.0,292.0
24,Dean P. Davison Law Corporation,Davison North Law,Office,Barrister & Solicitor,1650 Unit 1130 W PENDER ST,Vancouver,Downtown,7.0,250.0
24,Amanat Law Corporation,,Office,Barrister & Solicitor,100 Unit 1515 W 7TH AV,Vancouver,Fairview,5.0,250.0
24,J. De Vita Law Corporation,,Office,Barrister & Solicitor,1200 Unit 1075 W GEORGIA ST,Vancouver,Downtown,90.0,250.0
24,Braeside Consulting Services Ltd,,Office,Consultant,,Vancouver,West End,2.0,250.0
24,S Hein Law Corporation,Bell Alliance LLP,Office,Barrister & Solicitor,201 Unit 1367 W BROADWAY,Vancouver,Fairview,76.0,250.0
24,JKB Law Corporation,,Office,Barrister & Solicitor,108 Unit 970 BURRARD ST,Vancouver,Downtown,7.0,250.0
24,Mark E Colavecchia (Mark Colavecchia),,Office,Barrister & Solicitor,1400 Unit 550 BURRARD ST,Vancouver,Downtown,98.0,250.0
24,(Parneet Pal),Parneet Pal Consulting,Office,Consultant,,Vancouver,Downtown,1.0,250.0
24,Broenhaus Design Inc,,Office,Interior Design/Decorator,,Vancouver,Kitsilano,1.0,250.0
24,RAFII Architects Inc,,Office,Architect,,Vancouver,Downtown,1.0,250.0
24,Howard495 Art Projects Ltd,,Office,Consultant,3528 COMMERCIAL ST,Vancouver,Kensington-Cedar Cottage,3.0,250.0
24,MLZ Biotech Consulting Inc,,Office,Consultant,,Vancouver,Killarney,2.0,250.0
24,(Tina Dhillon),Studio DO Architecture + Interiors,Office,Architect,,Vancouver,Kitsilano,2.0,292.0
24,Royal More Developments Ltd,,Office,Development Company,,Vancouver,Victoria-Fraserview,1.0,250.0
24,The Sound Research Inc,,Office,Consultant,200 Unit 312 MAIN ST,Vancouver,Strathcona,10.0,250.0
24,Quay Pacific Property Management Ltd,,Office,Project Management,658 EVANS AV,Vancouver,Strathcona,9.0,250.0
24,Restack Advisors Inc,REstack,Office,Management Company,2015 MAIN ST,Vancouver,Mount Pleasant,8.0,250.0
24,(Shezmin Khan),Rize HR,Office,Consultant,,Vancouver,Downtown,1.0,250.0
24,addy Technology Corp,,Office,Administration,101 Unit 2309 W 41ST AV,Vancouver,Arbutus-Ridge,11.0,250.0
24,Tectevo Facilities Maintenance Inc,,Office,Administration,250 Unit 515 W PENDER ST,Vancouver,Downtown,1.0,292.0
24,Drawing Change Consulting Inc,,Office,Consultant,,Vancouver,Hastings-Sunrise,2.0,250.0
24,Tsingbei Education Group Inc,,Office,Consultant,208 Unit 5455 WEST BOULEVARD,Vancouver,Arbutus-Ridge,5.0,292.0
24,(Vanessa Reakes),Clyde & Co Canada LLP,Office,Barrister & Solicitor,700 Unit 555 BURRARD ST,Vancouver,Downtown,1.0,250.0
24,(Donald Smith),Clyde & Co Canada LLP,Office,Barrister & Solicitor,700 Unit 555 BURRARD ST,Vancouver,Downtown,1.0,250.0
24,Coal Harbour Projects Ltd,,Office,Real Estate Development/Investment,,Vancouver,Downtown,2.0,250.0
24,Platform LifeSciences Inc,,Office,Consultant,506 Unit 1505 W 2ND AV,Vancouver,Fairview,15.0,250.0
24,Switchmen Technology Management Ltd,,Office,Consultant,,Vancouver,Mount Pleasant,1.0,250.0
24,(Angela Harris),Angela Harris Barrister & Solicitor,Office,Barrister & Solicitor,170 Unit 422 RICHARDS ST,Vancouver,Downtown,1.0,250.0
24,Pinnacle Renewable Energy Inc,,Office,Administration,1100 Unit 543 GRANVILLE ST,Vancouver,Downtown,35.0,250.0
24,Bitssen Blockchain Inc,,Office,Administration,400 Unit 999 W BROADWAY,Vancouver,Fairview,4.0,250.0
24,Nancy L Hogan (Nancy Hogan),Hogan HR Consulting,Office,Consultant,,Vancouver,Fairview,1.0,292.0
24,Creative B'stro,,Office,Advertising Agent,303 Unit 55 WATER ST,Vancouver,Downtown,14.0,250.0
24,Studio Ten Interior Design Ltd,,Office,Interior Design/Decorator,205 Unit 815 W HASTINGS ST,Vancouver,Downtown,1.0,292.0
24,Kristen Kane Litwiniec (Kristen Litwiniec),Laugh Vending,Office,Administration,101 Unit 343 E 8TH AV,Vancouver,Mount Pleasant,1.0,250.0
24,Munro Thompson Communications Inc,Munro/Thompson,Office,Advertising Agent,106 Unit 1529 W 6TH AV,Vancouver,Fairview,5.0,250.0
24,Social Mission Canada Inc,,Office,Consultant,,Vancouver,Kitsilano,2.0,250.0
24,Monday Creative Inc,,Office,Other,205 Unit 877 E HASTINGS ST,Vancouver,Strathcona,10.0,250.0
24,Hypercharge Networks Corp,,Office,Other,310 Unit 1008 HOMER ST,Vancouver,Downtown,11.0,503.0
24,Fabric Living Developments Ltd,,Office,Project Management,201 Unit 837 W HASTINGS ST,Vancouver,Downtown,7.0,250.0
24,The Next Enterprise Canada Inc,The Next Enterprise,Office,Consultant,170 Unit 422 RICHARDS ST,Vancouver,Downtown,2.0,250.0
24,(Cory Jennermann),RunGuides Media,Office,Administration,,Vancouver,Downtown,1.0,250.0
24,David Roberts Law Corporation,,Office,Barrister & Solicitor,800 Unit 1090 W GEORGIA ST,Vancouver,West End,1.0,250.0
24,Noram Electrolysis Systems Inc,,Office,Engineer,1700 Unit 200 GRANVILLE ST,Vancouver,Downtown,32.0,250.0
24,JMC Properties Ltd,,Office,Real Estate Development/Investment,105 Unit 1008 BEACH AV,Vancouver,West End,4.0,250.0
24,Anthem 1698 W Georgia Developments LP,,Office,Real Estate Development/Investment,100 Unit 1445 W GEORGIA ST,Vancouver,Downtown,10.0,250.0
24,Anastase Maragos Law Corporation,,Office,Barrister & Solicitor,1200 Unit 1075 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,Celso A A Boscariol Law Corporation,,Office,Barrister & Solicitor,1200 Unit 1075 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,Emilie N Lahaie (Emilie Lahaie),Cassels Brock & Blackwell LLP,Office,Barrister & Solicitor,2200 Unit 885 W GEORGIA ST,Vancouver,Downtown,1.0,250.0
24,WNDR Architecture + Design Inc,,Office,Architect,318 Unit 151 W HASTINGS ST,Vancouver,Downtown,3.0,500.0
24,Theory and Practice Business Intelligence Inc,Theory and Practice,Office,Administration,360 Unit 1168 HAMILTON ST,Vancouver,Downtown,29.0,250.0
24,Honest to Pete Roasters Inc,,Office,Street Vendor,2109 ALBERTA ST,Vancouver,Mount Pleasant,2.0,250.0
24,Kestrel Law Corporation,Christopher J Foy Dispute Resolution,Office,Barrister & Solicitor,702 Unit 2695 GRANVILLE ST,Vancouver,Fairview,1.0,250.0
24,Ori Tech Limited,,Office,Administration,460 Unit 1650 W 2ND AV,Vancouver,Fairview,2.0,250.0
24,KindCo Consulting Inc,,Office,Administration,,Vancouver,Kitsilano,2.0,250.0
24,Evelyn Y Lee (Evelyn Lee),Vine Ventures,Office,Consultant,,Vancouver,Downtown,1.0,250.0
24,Althome Immigration Ltd,,Office,Consultant,,Vancouver,Mount Pleasant,1.0,250.0
24,Yulu Public Relations Inc,Yulu Public Relations,Office,Consultant,212 Unit 55 WATER ST,Vancouver,Downtown,18.0,250.0
24,M1 Innovations Inc,Inkeros,Office,Consultant,2605 Unit 650 W GEORGIA ST,Vancouver,Downtown,14.0,250.0
24,Immicent Immigration and Educational Consulting Inc,,Office,Consultant,1100 Unit 1200 W 73RD AV,Vancouver,Marpole,2.0,250.0
24,Caputy Consulting Corporation,,Office,Consultant,,Vancouver,,1.0,250.0
24,Piilo Group Canada Ltd,Piilo,Office,Consultant,1300 Unit 1500 W GEORGIA ST,Vancouver,West End,5.0,250.0
24,(Lynnfield  Hoffmann),Lynnfield Hoffmann Design,Office,Interior Design/Decorator,,Vancouver,Kitsilano,1.0,292.0
24,Falcon Blinds Inc,,Office,Other,6603 FRASER ST,Vancouver,Sunset,3.0,292.0
24,Mathai George Nooranal (Mathai Nooranal),Fairworld Immigration Consulting,Office,Consultant,300 Unit 3665 KINGSWAY,Vancouver,Renfrew-Collingwood,1.0,250.0
24,Asnate Marianna Fomina (Asnate Fomina),The Mind Mastering,Office,Consultant,,Vancouver,West End,1.0,292.0
24,Proxpert Solution Corp,,Office,Consultant,404 Unit 999 CANADA PLACE,Vancouver,Downtown,1.0,250.0
24,Michael W Moll (Michael  Moll),Civic Legal LLP,Office,Barrister & Solicitor,710 Unit 900 W HASTINGS ST,Vancouver,Downtown,10.0,250.0
24,(Kewenxin Zhang),,Office,Consultant,1100 Unit 1200 W 73RD AV,Vancouver,Marpole,2.0,250.0
24,Wardrobe Apparel Inc,,Office,Manufacturer's Agent,258 Unit 1951 GLEN DRIVE,Vancouver,Strathcona,1.0,250.0
24,A&M Innovation Inc,,Office,Consultant,3630 W 16TH AV,Vancouver,Dunbar-Southlands,2.0,250.0
24,(Denys Rudchenko),Cafe Venezia,Office,Manufacturer's Agent,,Vancouver,Downtown,1.0,250.0
24,Corby Spirit and Wine Limited,,Office,Manufacturer's Agent,520 Unit 1122 MAINLAND ST,Vancouver,Downtown,7.0,250.0
24,Charlie O M Petit (Charlie Petit),Petit Design Studio Architecture,Office,Architect,,Vancouver,West End,1.0,250.0
24,Aetna Geothermal Limited,,Office,Consultant,,Vancouver,Mount Pleasant,1.0,250.0
24,JFK Law LLP,,Office,Barrister & Solicitor,260 Unit 200 GRANVILLE ST,Vancouver,Downtown,30.0,278.0
24,OpenForm Management Ltd,OpenForm Properties,Office,Real Estate Development/Investment,1000 Unit 850 W HASTINGS ST,Vancouver,Downtown,11.0,500.0
24,Aeroking Trading Corp,,Office,Administration,400 Unit 601 W BROADWAY,Vancouver,Fairview,2.0,250.0
24,ONBOX Creative Inc,,Office,Design Company,204 Unit 1168 HAMILTON ST,Vancouver,Downtown,6.0,250.0
24,Jylelle Carpenter-Boesch & Tiffany Valeska,Equitas Law Group,Office,Barrister & Solicitor,516 RICHARDS ST,Vancouver,Downtown,17.0,250.0
24,Gehlen Dabbs Cash LLP,,Office,Barrister & Solicitor,1201 Unit 1030 W GEORGIA ST,Vancouver,West End,7.0,250.0
24,Cash Law Corporation,Gehlen Dabbs Cash LLP,Office,Barrister & Solicitor,1201 Unit 1030 W GEORGIA ST,Vancouver,West End,7.0,250.0
24,(Amanda Anderson),Cypress Aesthetics,Office,Consultant,,Vancouver,Marpole,1.0,250.0
24,Eudara Inc,,Office,Consultant,,Vancouver,Riley Park,1.0,250.0
24,Mkot Architects Corp,Architects,Office,Architect,,Vancouver,Downtown,1.0,250.0
24,Savvy Search Marketing Limited,,Office,Advertising Agent,,Vancouver,Dunbar-Southlands,2.0,250.0
24,VDZ+A Consulting Inc,van der Zalm + associates,Office,Other,355 KINGSWAY,Vancouver,Mount Pleasant,17.0,250.0
24,(Hannah Stock),H Socials Digital Marketing,Office,Other,,Vancouver,West Point Grey,1.0,250.0
24,1080052 BC Ltd,,Office,Real Estate Development/Investment,2025 Unit 401 W GEORGIA ST,Vancouver,Downtown,6.0,250.0
24,Seo-Gyoung S Jin,Marimba Immigration,Office,Consultant,,Vancouver,Downtown,1.0,250.0
24,Habanero Consulting Inc,,Office,Consultant,510 Unit 1111 MELVILLE ST,Vancouver,Downtown,59.0,292.0
24,(Mary Cramer),Mary Cramer Holistic Health,Office,Consultant,,Vancouver,Grandview-Woodland,1.0,250.0
24,British Columbia Wrestling Association,,Office,Administration,,Vancouver,Dunbar-Southlands,2.0,250.0
24,Mahshiko Food Ltd,,Office,Street Vendor,1205 E HASTINGS ST,Vancouver,Strathcona,2.0,250.0
24,Janks Design Group Inc,,Office,Interior Design/Decorator,,Vancouver,Arbutus-Ridge,1.0,250.0
24,Pinnacle Business Solutions Inc,,Office,Consultant,,Vancouver,Downtown,1.0,292.0
24,Rethink Communications Limited Partnership,,Office,Advertising Agent,617+700 Unit 470 GRANVILLE ST,Vancouver,Downtown,127.0,250.0
24,Alanson Holdings Ltd,,Office,Property Management,1456 W 7TH AV,Vancouver,,5.0,250.0
24,Nothing Is Easy Consulting Inc,,Office,Management Company,,Vancouver,Downtown,1.0,463.0
24,Lysistrata Services Limited Partnership,,Office,Management Company,2900 Unit 733 SEYMOUR ST,Vancouver,,120.0,250.0
24,GMO-Z.COM Business Support Canada Inc,,Office,Administration,1525 Unit 555 BURRARD ST,Vancouver,Downtown,8.0,250.0
24,Knudsen Taylor Limited,,Office,Consultant,,Vancouver,Mount Pleasant,2.0,250.0
24,Aburi Restaurants Canada Ltd,Aburi Canada,Office,Other,75 Unit 200 GRANVILLE ST,Vancouver,Downtown,19.0,250.0
24,Pan Global Resources Inc,,Office,Mining Exploration,1150 Unit 355 BURRARD ST,Vancouver,Downtown,2.0,250.0
24,Myron Plett Law Corporation,Raincoast Law,Office,Barrister & Solicitor,,Vancouver,West End,1.0,250.0
24,Gatos Silver Canada Corporation,,Office,Mining Exploration,910 Unit 925 W GEORGIA ST,Vancouver,Downtown,13.0,250.0
24,1382159 BC Ltd,,Office,Consultant,,Vancouver,Victoria-Fraserview,1.0,250.0
24,Variational AI,,Office,Other,210 Unit 577 GREAT NORTHERN WAY,Vancouver,Strathcona,5.0,250.0
24,Consolidated Merchant Services Corporation,Paylidify,Office,Administration,207 Unit 1730 W 2ND AV,Vancouver,Fairview,12.0,250.0
24,WH Financial Services Ltd,,Office,Insurance Agent,5564 CAMBIE ST,Vancouver,Riley Park,6.0,250.0
24,Rare Words Inc,,Office,Design Company,,Vancouver,Fairview,1.0,250.0
24,Jonathan McCullough Law Corp,,Office,Barrister & Solicitor,2500 Unit 666 BURRARD ST,Vancouver,Downtown,130.0,250.0
24,Winnie Leung Law Corporation,,Office,Barrister & Solicitor,509 Unit 1755 W BROADWAY,Vancouver,Fairview,18.0,292.0
24,Numerixsquant Research Services Inc,,Office,Administration,2400 Unit 1055 W GEORGIA ST,Vancouver,Downtown,6.0,250.0
24,(Jenny Ryu),Willow Tree Events,Office,Consultant,,Vancouver,Downtown,1.0,292.0
24,Nephrocan Inc,,Office,Consultant,940 Unit 1040 W GEORGIA ST,Vancouver,West End,3.0,250.0
24,Nancy Cameron Law Corporation,,Office,Barrister & Solicitor,300 Unit 1275 W 6TH AV,Vancouver,Fairview,2.0,250.0
24,BlueCouch Insurance Services Inc,,Office,Broker,,Vancouver,Downtown,1.0,250.0
24,Elizabeth D Undershute (Elizabeth Undershute),Waypoint Projects,Office,Consultant,,Vancouver,West End,1.0,250.0
24,Adam S Grahn (Adam Grahn),,Office,Barrister & Solicitor,2000 Unit 410 W GEORGIA ST,Vancouver,,1.0,250.0
24,Infostrux Solutions Inc,,Office,Consultant,510 Unit 900 HOWE ST,Vancouver,Downtown,4.0,250.0
24,Bjornson And Company Claims Adjusters (2022) Ltd,,Office,Insurance Adjuster,4 Unit 2445 E HASTINGS ST,Vancouver,Hastings-Sunrise,3.0,250.0
24,Coho Collective Kitchens Inc,,Office,Other,1623 PANDORA ST,Vancouver,Grandview-Woodland,20.0,250.0
24,Otonomos Blockchain Technologies Limited,Otonomos,Office,Consultant,1626 DURANLEAU ST,Vancouver,Fairview,10.0,250.0
24,Alex D Smith (Alex Smith),Terra Kendama,Office,Administration,218 Unit 111 W BROADWAY,Vancouver,Mount Pleasant,2.0,250.0
24,(Saba Naqvi),BDO Law LLP,Office,Barrister & Solicitor,1100 Unit 1055 W GEORGIA ST,Vancouver,Downtown,6.0,292.0
24,Shawn W Tryon Law Corporation,,Office,Barrister & Solicitor,2700 Unit 595 BURRARD ST,Vancouver,Downtown,1.0,250.0
24,IMA Solutions Inc,IMA Solutions,Office,Consultant,500+700 Unit 1199 W HASTINGS ST,Vancouver,Downtown,21.0,250.0
24,Olsthoorn Engineering Ltd,,Office,Engineer,,Vancouver,Kitsilano,1.0,292.0
24,(Kathryn Allen),Zest Solutions,Office,Consultant,,Vancouver,Mount Pleasant,1.0,250.0
24,Margaret Ann Branton (Margaret Branton),Branton Environmental Consulting,Office,Consultant,,Vancouver,Kensington-Cedar Cottage,1.0,487.0
24,1364916 BC Ltd,,Office,Consultant,,Vancouver,Renfrew-Collingwood,1.0,487.0
24,Mujo Learning Systems Inc,,Office,Publisher,,Vancouver,Downtown,1.0,292.0
24,Burrard ECG Services LTD,Broadway Holter BES,Office,Other,720  999 W BROADWAY,Vancouver,Fairview,2.0,250.0
